state,id,pollutant,val,state_name,population
AK,2,"1,1,2-TRICHLOROETHANE",0.0,Alaska,710211
AK,2,"1,3-BUTADIENE",0.013551509678615589,Alaska,710211
AK,2,"1,3-DICHLOROPROPENE",0.0,Alaska,710211
AK,2,"1,4-DICHLOROBENZENE",0.0,Alaska,710211
AK,2,"2,4,6-TRICHLOROPHENOL",0.0,Alaska,710211
AK,2,"2,4-DINITROTOLUENE",0.0,Alaska,710211
AK,2,ACETALDEHYDE,0.001155544148670077,Alaska,710211
AK,2,ACRYLONITRILE,0.0,Alaska,710211
AK,2,ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE),6.679193443007693e-05,Alaska,710211
AK,2,BENZENE,0.0174821413495769,Alaska,710211
AK,2,BENZYL CHLORIDE,0.0,Alaska,710211
AK,2,BERYLLIUM COMPOUNDS,0.0,Alaska,710211
AK,2,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),0.0,Alaska,710211
AK,2,BROMOFORM,0.0,Alaska,710211
AK,2,CADMIUM COMPOUNDS,0.0,Alaska,710211
AK,2,CARBON TETRACHLORIDE,0.0,Alaska,710211
AK,2,CHROMIUM VI (HEXAVALENT),6.590776023333333e-07,Alaska,710211
AK,2,ETHYLBENZENE,0.00836348450840728,Alaska,710211
AK,2,ETHYLENE DIBROMIDE (DIBROMOETHANE),0.0,Alaska,710211
AK,2,"ETHYLENE DICHLORIDE (1,2-DICHLOROETHANE)",0.0,Alaska,710211
AK,2,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0,Alaska,710211
AK,2,FORMALDEHYDE,0.010480335605970404,Alaska,710211
AK,2,HEXACHLOROBENZENE,0.0,Alaska,710211
AK,2,METHYL TERT-BUTYL ETHER,0.0,Alaska,710211
AK,2,METHYLENE CHLORIDE,0.0,Alaska,710211
AK,2,NAPHTHALENE,0.010326262484564048,Alaska,710211
AK,2,NICKEL COMPOUNDS,3.675763831923076e-06,Alaska,710211
AK,2,PAHPOM,0.003417693581814768,Alaska,710211
AK,2,POLYCHLORINATED BIPHENYLS (AROCLORS),0.0,Alaska,710211
AK,2,TETRACHLOROETHYLENE,0.0,Alaska,710211
AK,2,TRICHLOROETHYLENE,0.0,Alaska,710211
AK,2,VINYL CHLORIDE,0.0,Alaska,710211
AL,1,"1,1,2-TRICHLOROETHANE",0.0,Alabama,4779690
AL,1,"1,2-DIBROMO-3-CHLOROPROPANE",0.0,Alabama,4779690
AL,1,"1,3-BUTADIENE",0.02758415153682805,Alabama,4779690
AL,1,"1,3-DICHLOROPROPENE",0.0,Alabama,4779690
AL,1,"1,4-DICHLOROBENZENE",0.0,Alabama,4779690
AL,1,"1,4-DIOXANE",0.0,Alabama,4779690
AL,1,"2,4,6-TRICHLOROPHENOL",0.0,Alabama,4779690
AL,1,"2,4-DINITROTOLUENE",0.0,Alabama,4779690
AL,1,"2,4-TOLUENE DIISOCYANATE",0.0,Alabama,4779690
AL,1,2-NITROPROPANE,0.0,Alabama,4779690
AL,1,ACETALDEHYDE,0.0022790475263852095,Alabama,4779690
AL,1,ACETAMIDE,0.0,Alabama,4779690
AL,1,ACRYLAMIDE,0.0,Alabama,4779690
AL,1,ACRYLONITRILE,0.0,Alabama,4779690
AL,1,ALLYL CHLORIDE,0.0,Alabama,4779690
AL,1,ANILINE,0.0,Alabama,4779690
AL,1,ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE),0.0005777265736173137,Alabama,4779690
AL,1,BENZENE,0.1665028781888409,Alabama,4779690
AL,1,BENZYL CHLORIDE,0.0,Alabama,4779690
AL,1,BERYLLIUM COMPOUNDS,0.0,Alabama,4779690
AL,1,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),0.0,Alabama,4779690
AL,1,BROMOFORM,0.0,Alabama,4779690
AL,1,CADMIUM COMPOUNDS,0.0,Alabama,4779690
AL,1,CARBON TETRACHLORIDE,0.0,Alabama,4779690
AL,1,CHLOROPRENE,0.0,Alabama,4779690
AL,1,CHROMIUM VI (HEXAVALENT),1.5308347906208955e-05,Alabama,4779690
AL,1,COKE OVEN EMISSIONS,0.0,Alabama,4779690
AL,1,EPICHLOROHYDRIN,0.0,Alabama,4779690
AL,1,ETHYLBENZENE,0.021386952147008403,Alabama,4779690
AL,1,ETHYLENE DIBROMIDE (DIBROMOETHANE),0.0,Alabama,4779690
AL,1,"ETHYLENE DICHLORIDE (1,2-DICHLOROETHANE)",0.0,Alabama,4779690
AL,1,ETHYLENE OXIDE,0.0,Alabama,4779690
AL,1,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0,Alabama,4779690
AL,1,FORMALDEHYDE,0.019367112955318223,Alabama,4779690
AL,1,HEXACHLOROBENZENE,0.0,Alabama,4779690
AL,1,HEXACHLOROBUTADIENE,0.0,Alabama,4779690
AL,1,METHYL TERT-BUTYL ETHER,0.0,Alabama,4779690
AL,1,METHYLENE CHLORIDE,0.0,Alabama,4779690
AL,1,NAPHTHALENE,0.02518602611017566,Alabama,4779690
AL,1,NICKEL COMPOUNDS,0.00011701560383771645,Alabama,4779690
AL,1,NITROBENZENE,0.0,Alabama,4779690
AL,1,O-TOLUIDINE,0.0,Alabama,4779690
AL,1,PAHPOM,0.0019431485257064176,Alabama,4779690
AL,1,PENTACHLOROPHENOL,0.0,Alabama,4779690
AL,1,POLYCHLORINATED BIPHENYLS (AROCLORS),0.0,Alabama,4779690
AL,1,PROPYLENE OXIDE,0.0,Alabama,4779690
AL,1,TETRACHLOROETHYLENE,0.0,Alabama,4779690
AL,1,TRICHLOROETHYLENE,0.0,Alabama,4779690
AL,1,VINYL CHLORIDE,0.0,Alabama,4779690
AR,5,"1,1,2-TRICHLOROETHANE",0.0,Arkansas,2915910
AR,5,"1,2,3,4,5,6-HEXACHLOROCYCLYHEXANE",0.0,Arkansas,2915910
AR,5,"1,2-DIBROMO-3-CHLOROPROPANE",0.0,Arkansas,2915910
AR,5,"1,3-BUTADIENE",0.02326016489012298,Arkansas,2915910
AR,5,"1,3-DICHLOROPROPENE",0.0,Arkansas,2915910
AR,5,"1,4-DICHLOROBENZENE",0.0,Arkansas,2915910
AR,5,"1,4-DIOXANE",0.0,Arkansas,2915910
AR,5,"2,4,6-TRICHLOROPHENOL",0.0,Arkansas,2915910
AR,5,"2,4-DINITROTOLUENE",0.0,Arkansas,2915910
AR,5,"2,4-TOLUENE DIAMINE",0.0,Arkansas,2915910
AR,5,"2,4-TOLUENE DIISOCYANATE",0.0,Arkansas,2915910
AR,5,2-NITROPROPANE,0.0,Arkansas,2915910
AR,5,"4,4'-METHYLENEDIANILINE",0.0,Arkansas,2915910
AR,5,ACETALDEHYDE,0.0018846249357586135,Arkansas,2915910
AR,5,ACETAMIDE,0.0,Arkansas,2915910
AR,5,ACRYLAMIDE,0.0,Arkansas,2915910
AR,5,ACRYLONITRILE,0.0,Arkansas,2915910
AR,5,ALLYL CHLORIDE,0.0,Arkansas,2915910
AR,5,ANILINE,0.0,Arkansas,2915910
AR,5,ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE),0.0009743711508207202,Arkansas,2915910
AR,5,BENZENE,0.19690721383767615,Arkansas,2915910
AR,5,BENZIDINE,0.0,Arkansas,2915910
AR,5,BENZYL CHLORIDE,0.0,Arkansas,2915910
AR,5,BERYLLIUM COMPOUNDS,0.0,Arkansas,2915910
AR,5,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),0.0,Arkansas,2915910
AR,5,BROMOFORM,0.0,Arkansas,2915910
AR,5,CADMIUM COMPOUNDS,0.0,Arkansas,2915910
AR,5,CARBON TETRACHLORIDE,0.0,Arkansas,2915910
AR,5,CHLORDANE,0.0,Arkansas,2915910
AR,5,CHLOROPRENE,0.0,Arkansas,2915910
AR,5,CHROMIUM VI (HEXAVALENT),0.00021674615831114666,Arkansas,2915910
AR,5,EPICHLOROHYDRIN,0.0,Arkansas,2915910
AR,5,ETHYL CARBAMATE (URETHANE) CHLORIDE (CHLOROETHANE),0.0,Arkansas,2915910
AR,5,ETHYLBENZENE,0.01895980261621718,Arkansas,2915910
AR,5,ETHYLENE DIBROMIDE (DIBROMOETHANE),0.0,Arkansas,2915910
AR,5,"ETHYLENE DICHLORIDE (1,2-DICHLOROETHANE)",0.0,Arkansas,2915910
AR,5,ETHYLENE OXIDE,0.0,Arkansas,2915910
AR,5,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",0.0,Arkansas,2915910
AR,5,FORMALDEHYDE,0.016251888949787525,Arkansas,2915910
AR,5,HEXACHLOROBENZENE,0.0,Arkansas,2915910
AR,5,HEXACHLOROBUTADIENE,0.0,Arkansas,2915910
AR,5,HYDRAZINE,0.0,Arkansas,2915910
AR,5,METHYL TERT-BUTYL ETHER,0.0,Arkansas,2915910
AR,5,METHYLENE CHLORIDE,0.0,Arkansas,2915910
AR,5,NAPHTHALENE,0.022211334603055757,Arkansas,2915910
AR,5,NICKEL COMPOUNDS,0.00014076801847877333,Arkansas,2915910
AR,5,NITROBENZENE,0.0,Arkansas,2915910
AR,5,O-TOLUIDINE,0.0,Arkansas,2915910
AR,5,PAHPOM,0.0019291670809830131,Arkansas,2915910
