state,id,pollutant,val,state_name,population
AK,2,"1,1,2-TRICHLOROETHANE",3.9477255184500004e-05,Alaska,710211
AK,2,"1,3-BUTADIENE",0.21984249806515768,Alaska,710211
AK,2,"1,3-DICHLOROPROPENE",8.20261337925e-06,Alaska,710211
AK,2,"1,4-DICHLOROBENZENE",5.606671611076923e-06,Alaska,710211
AK,2,"2,4,6-TRICHLOROPHENOL",4.557767095128204e-07,Alaska,710211
AK,2,"2,4-DINITROTOLUENE",1.958842723076923e-08,Alaska,710211
AK,2,ACETALDEHYDE,0.48113184273594456,Alaska,710211
AK,2,ACRYLONITRILE,0.0070145760776115,Alaska,710211
AK,2,ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE),0.04277599822974859,Alaska,710211
AK,2,BENZENE,1.2998057945007357,Alaska,710211
AK,2,BENZYL CHLORIDE,3.664146989623077e-05,Alaska,710211
AK,2,BERYLLIUM COMPOUNDS,0.011094657930231957,Alaska,710211
AK,2,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),3.2839253225128205e-05,Alaska,710211
AK,2,BROMOFORM,4.582853676923077e-08,Alaska,710211
AK,2,CADMIUM COMPOUNDS,0.011393813131676131,Alaska,710211
AK,2,CARBON TETRACHLORIDE,3.1800000582259353,Alaska,710211
AK,2,CHROMIUM VI (HEXAVALENT),0.01788040834012749,Alaska,710211
AK,2,ETHYLBENZENE,0.04650267146149475,Alaska,710211
AK,2,ETHYLENE DIBROMIDE (DIBROMOETHANE),0.00017286804808311113,Alaska,710211
AK,2,"ETHYLENE DICHLORIDE (1,2-DICHLOROETHANE)",4.3759880379631574e-05,Alaska,710211
AK,2,"ETHYLIDENE DICHLORIDE (1,1-DICHLOROETHANE)",4.7952139443e-05,Alaska,710211
AK,2,FORMALDEHYDE,1.8723692042802076,Alaska,710211
AK,2,HEXACHLOROBENZENE,1.0932963139923076e-05,Alaska,710211
AK,2,METHYL TERT-BUTYL ETHER,9.727170153846154e-09,Alaska,710211
AK,2,METHYLENE CHLORIDE,0.0032027893466528455,Alaska,710211
AK,2,NAPHTHALENE,0.233337217673434,Alaska,710211
AK,2,NICKEL COMPOUNDS,0.05109020699613357,Alaska,710211
AK,2,PAHPOM,0.07117959737031242,Alaska,710211
AK,2,POLYCHLORINATED BIPHENYLS (AROCLORS),1.3523276969705882e-06,Alaska,710211
AK,2,TETRACHLOROETHYLENE,0.0034459764028887184,Alaska,710211
AK,2,TRICHLOROETHYLENE,0.0033655305116481035,Alaska,710211
AK,2,VINYL CHLORIDE,0.0005047076955656,Alaska,710211
AL,1,"1,1,2-TRICHLOROETHANE",0.0037785892982707603,Alabama,4779690
AL,1,"1,2-DIBROMO-3-CHLOROPROPANE",1.63535401711e-05,Alabama,4779690
AL,1,"1,3-BUTADIENE",0.8292485277162897,Alabama,4779690
AL,1,"1,3-DICHLOROPROPENE",0.0003642514861789016,Alabama,4779690
AL,1,"1,4-DICHLOROBENZENE",0.0023860162136639406,Alabama,4779690
AL,1,"1,4-DIOXANE",2.7151841071492534e-05,Alabama,4779690
AL,1,"2,4,6-TRICHLOROPHENOL",3.998553432492539e-06,Alabama,4779690
AL,1,"2,4-DINITROTOLUENE",1.0895675186029848e-05,Alabama,4779690
AL,1,"2,4-TOLUENE DIISOCYANATE",6.528801138695522e-05,Alabama,4779690
AL,1,2-NITROPROPANE,4.89607691044776e-09,Alabama,4779690
AL,1,ACETALDEHYDE,4.709413490761494,Alabama,4779690
AL,1,ACETAMIDE,0.007197840360980253,Alabama,4779690
AL,1,ACRYLAMIDE,0.00181870925213787,Alabama,4779690
AL,1,ACRYLONITRILE,0.08947190775997015,Alabama,4779690
AL,1,ALLYL CHLORIDE,9.450954763358207e-06,Alabama,4779690
AL,1,ANILINE,0.0002876021681446279,Alabama,4779690
AL,1,ARSENIC COMPOUNDS(INORGANIC INCLUDING ARSINE),0.10961304772942095,Alabama,4779690
AL,1,BENZENE,2.2666218391429678,Alabama,4779690
AL,1,BENZYL CHLORIDE,0.0002439826438077462,Alabama,4779690
AL,1,BERYLLIUM COMPOUNDS,0.0030670809052181637,Alabama,4779690
AL,1,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),0.0003732744374625374,Alabama,4779690
AL,1,BROMOFORM,2.0875206107e-06,Alabama,4779690
AL,1,CADMIUM COMPOUNDS,0.01485550069811804,Alabama,4779690
AL,1,CARBON TETRACHLORIDE,3.1778527719384466,Alabama,4779690
AL,1,CHLOROPRENE,5.3543409623432835e-05,Alabama,4779690
